Transaction_ID, DATE ,EMP_NAME,dept_name,Revenue_Amount,Units_Sold
86077,2025-08-15,Bob Jones,Sports,50.0,8
43062,2024-03-31,Charlie Brown,Beauty,50.0,6
62853,2025-12-10,Bob Jones,Beauty,500.75,5
92197,2024-05-13,Charlie Brown,Sports,500.75,4
67932,2024-06-15,Alice Smith,Clothing,500.75,13
55272,2024-01-10,Evan Wright,Clothing,10.5,11
84532,2025-08-02,Evan Wright,Clothing,500.75,7
75310,2025-11-14,Diana Prince,Home & Kitchen,500.75,8
77298,N/A,Alice Smith,Beauty,250.0,7
92050,2025-05-02,Bob Jones,Beauty,50.0,11
58364,2024-01-25,Bob Jones,Home & Kitchen,10.5,10
66819,2025-05-23,Evan Wright,Electronics,10.5,9
29250,2024-02-18,Diana Prince,Clothing,50.0,14
75082,2024-06-16,Alice Smith,Electronics,100.25,6
10077,2024-01-22,Diana Prince,Electronics,50.0,3
11980,2025-01-08,Charlie Brown,Sports,10.5,8
85717,2024-09-09,Charlie Brown,Home & Kitchen,10.5,12
52078,2024-03-12,Evan Wright,Electronics,10.5,5
86619,2025-10-25,Diana Prince,Sports,250.0,13
13797,2025-10-04,Evan Wright,Beauty,250.0,14
60072,2025-05-30,Diana Prince,Electronics,50.0,2
78760,2024-03-18,Charlie Brown,Home & Kitchen,250.0,10
71396,2025-10-31,Alice Smith,Beauty,500.75,1
72552,2024-02-23,Alice Smith,Electronics,100.25,14
26371,2025-09-03,Alice Smith,Clothing,250.0,3
81626,N/A,Diana Prince,Clothing,100.25,6
89148,2024-04-30,Alice Smith,Sports,100.25,1
81652,2025-10-07,Bob Jones,Beauty,250.0,14
44636,2024-02-04,Diana Prince,Electronics,500.75,14
66446,2024-12-11,Diana Prince,Clothing,50.0,14
10060,2025-05-04,Diana Prince,Beauty,100.25,14
61226,2024-02-07,Charlie Brown,Beauty,50.0,8
38404,2024-01-01,Bob Jones,Home & Kitchen,250.0,6
58756,2025-04-14,Diana Prince,Electronics,50.0,7
10126,2025-07-27,Alice Smith,Clothing,100.25,2
45046,2024-10-08,Diana Prince,Home & Kitchen,50.0,9
97833,2024-01-05,Alice Smith,Electronics,250.0,5
31520,2025-10-15,Bob Jones,Beauty,50.0,10
66979,2025-09-08,Bob Jones,Sports,10.5,5
81520,2025-05-19,Bob Jones,Clothing,500.75,7
55186,2024-02-08,Diana Prince,Beauty,250.0,3
81324,2024-07-24,Diana Prince,Electronics,-999.0,7
27850,2025-10-02,Bob Jones,Electronics,100.25,4
99106,2024-09-24,Alice Smith,Beauty,10.5,11
35849,2024-01-15,Charlie Brown,Electronics,250.0,9
39241,2025-04-15,Bob Jones,Home & Kitchen,250.0,6
80835,2024-11-26,Evan Wright,Sports,,11
11058,2024-04-22,Evan Wright,Beauty,100.25,11
78916,2025-05-25,Charlie Brown,Clothing,250.0,1
88411,2025-11-18,Bob Jones,Beauty,50.0,9
44008,2024-06-03,Diana Prince,Clothing,50.0,2
34058,2024-11-18,Evan Wright,Sports,10.5,7
15655,2025-11-07,Charlie Brown,Clothing,250.0,4
34951,2025-11-05,Evan Wright,Clothing,250.0,1
95595,2024-05-03,Diana Prince,Home & Kitchen,100.25,7
81907,2025-12-25,Charlie Brown,Clothing,500.75,2
41890,2024-02-25,Charlie Brown,Beauty,100.25,3
17314,2025-06-02,Evan Wright,Beauty,100.25,4
18666,2025-11-12,Bob Jones,Beauty,50.0,7
43142,2025-09-14,Bob Jones,Sports,100.25,2
31804,2025-02-04,Bob Jones,Home & Kitchen,250.0,9
34070,2025-01-04,Evan Wright,Sports,50.0,6
63173,2025-11-21,Diana Prince,Clothing,250.0,10
59688,2025-11-29,Bob Jones,Electronics,,10
71665,2025-02-23,Charlie Brown,Home & Kitchen,10.5,13
44560,2025-05-17,Alice Smith,Electronics,50.0,3
18711,2025-01-19,Evan Wright,Electronics,-999.0,4
62375,2025-09-29,Diana Prince,Electronics,10.5,9
62098,2024-03-23,Alice Smith,Electronics,10.5,12
56542,2024-03-09,Bob Jones,Clothing,50.0,4
33398,2025-03-25,Bob Jones,Sports,250.0,7
54064,2025-01-07,Evan Wright,Sports,10.5,2
79669,2024-05-23,Charlie Brown,Beauty,50.0,11
44157,2024-03-15,Evan Wright,Electronics,10.5,7
63331,2025-08-16,Diana Prince,Clothing,500.75,6
74288,2024-10-29,Diana Prince,Beauty,100.25,6
10619,2025-01-26,Alice Smith,Beauty,500.75,10
74077,2025-01-21,Bob Jones,Beauty,100.25,4
32042,2024-05-24,Charlie Brown,Beauty,100.25,5
62233,2025-09-15,Alice Smith,Electronics,500.75,5
47567,2025-03-16,Alice Smith,Electronics,500.75,10
94291,2025-05-07,Alice Smith,Clothing,50.0,12
82101,2024-08-31,Alice Smith,Electronics,500.75,14
69201,2024-09-27,Charlie Brown,Home & Kitchen,10.5,2
82595,2025-07-09,Alice Smith,Home & Kitchen,250.0,14
73483,2025-07-16,Alice Smith,Sports,250.0,13
27482,2025-10-09,Evan Wright,Sports,500.75,4
30609,2024-06-05,Evan Wright,Clothing,10.5,10
13389,2025-09-25,Evan Wright,Sports,100.25,5
62648,2025-07-31,Charlie Brown,Beauty,10.5,3
80855,2024-10-31,Alice Smith,Clothing,-999.0,12
12573,2025-05-24,Diana Prince,Home & Kitchen,100.25,7
16783,2025-10-07,Evan Wright,Sports,50.0,12
99431,2024-02-12,Alice Smith,Electronics,50.0,6
11524,2025-11-16,Evan Wright,Clothing,10.5,5
75128,2024-09-30,Evan Wright,Home & Kitchen,500.75,10
39426,2024-05-05,Charlie Brown,Home & Kitchen,100.25,13
85932,2024-03-30,Bob Jones,Home & Kitchen,500.75,2
71916,2024-01-23,Diana Prince,Sports,100.25,9
55028,2024-01-12,Alice Smith,Clothing,500.75,4
36958,2024-02-08,Bob Jones,Sports,100.25,7
72483,2025-10-24,Charlie Brown,Home & Kitchen,100.25,3
84038,2024-03-09,Bob Jones,Home & Kitchen,100.25,6
76672,2025-03-26,Charlie Brown,Clothing,10.5,1
82355,2025-06-01,Alice Smith,Electronics,10.5,9
39759,2024-06-02,Bob Jones,Electronics,,13
33150,2025-05-11,Diana Prince,Clothing,500.75,12
40707,2025-12-09,Alice Smith,Sports,500.75,1
12336,2024-06-10,Charlie Brown,Sports,50.0,2
52229,2025-06-08,Charlie Brown,Beauty,250.0,1
71367,2025-08-04,Charlie Brown,Sports,100.25,13
79274,2024-01-29,Bob Jones,Clothing,100.25,8
49915,2024-05-14,Charlie Brown,Home & Kitchen,100.25,7
36292,2024-07-12,Evan Wright,Clothing,500.75,9
95514,N/A,Diana Prince,Electronics,10.5,2
28787,2025-03-20,Charlie Brown,Clothing,100.25,7
55241,2024-05-24,Alice Smith,Beauty,100.25,11
86589,2025-02-01,Alice Smith,Beauty,500.75,13
80135,2025-11-22,Charlie Brown,Sports,10.5,1
43719,2025-11-02,Charlie Brown,Beauty,100.25,5
72768,2025-01-08,Bob Jones,Home & Kitchen,100.25,14
62269,2025-03-10,Bob Jones,Home & Kitchen,250.0,10
62393,2024-02-16,Alice Smith,Beauty,50.0,9
36172,2025-01-03,Alice Smith,Home & Kitchen,500.75,5
39711,2024-02-22,Diana Prince,Electronics,50.0,1
74929,N/A,Alice Smith,Home & Kitchen,50.0,9
82099,2025-05-20,Bob Jones,Clothing,-999.0,3
29426,2024-05-06,Charlie Brown,Sports,100.25,11
40561,2025-05-06,Evan Wright,Electronics,500.75,14
10814,2025-05-13,Evan Wright,Clothing,500.75,13
49214,2025-06-30,Evan Wright,Electronics,500.75,3
60677,2025-06-01,Charlie Brown,Sports,10.5,7
84691,2025-07-09,Charlie Brown,Sports,10.5,10
16638,2024-06-16,Alice Smith,Home & Kitchen,250.0,7
74178,2024-11-15,Bob Jones,Sports,100.25,10
39486,2024-10-22,Evan Wright,Home & Kitchen,500.75,6
23507,2024-02-27,Diana Prince,Electronics,250.0,7
58285,2025-09-19,Evan Wright,Beauty,10.5,2
66638,2024-09-09,Alice Smith,Sports,100.25,11
66373,2024-10-06,Charlie Brown,Home & Kitchen,50.0,14
28381,2024-11-11,Charlie Brown,Sports,500.75,12
33710,2025-12-02,Charlie Brown,Home & Kitchen,10.5,13
84131,N/A,Evan Wright,Clothing,10.5,5
69129,2025-11-30,Diana Prince,Beauty,10.5,12
50600,2025-09-04,Diana Prince,Beauty,10.5,2
64302,2025-05-25,Diana Prince,Clothing,50.0,4
69207,2025-04-20,Charlie Brown,Electronics,10.5,8
37306,2024-02-10,Bob Jones,Home & Kitchen,500.75,3
96988,2024-05-12,Bob Jones,Clothing,250.0,11
72823,2024-11-13,Bob Jones,Electronics,500.75,11
65230,2024-03-18,Bob Jones,Electronics,100.25,13
51949,2025-11-14,Evan Wright,Sports,100.25,5
36289,2024-03-01,Charlie Brown,Home & Kitchen,100.25,8
70504,2025-09-03,Charlie Brown,Home & Kitchen,100.25,1
15109,2024-12-13,Bob Jones,Clothing,-999.0,5
28297,2024-07-08,Charlie Brown,Clothing,500.75,8
21046,2024-02-06,Bob Jones,Home & Kitchen,250.0,7
62603,2025-12-30,Charlie Brown,Home & Kitchen,10.5,8
25563,2024-04-27,Charlie Brown,Electronics,10.5,10
66985,2025-05-22,Evan Wright,Clothing,500.75,2
70315,N/A,Diana Prince,Home & Kitchen,50.0,8
91470,2024-07-14,Alice Smith,Beauty,50.0,6
70279,2025-05-17,Bob Jones,Beauty,100.25,12
95431,N/A,Evan Wright,Beauty,250.0,4
90435,2025-08-24,Charlie Brown,Beauty,500.75,5
37952,2024-04-22,Bob Jones,Beauty,10.5,7
59840,2024-12-24,Bob Jones,Clothing,,4
61184,2024-12-22,Charlie Brown,Sports,100.25,3
33279,2024-05-25,Alice Smith,Sports,100.25,6
95230,2024-07-16,Alice Smith,Home & Kitchen,250.0,10
51873,2024-02-11,Alice Smith,Electronics,500.75,2
65029,2025-12-06,Diana Prince,Sports,100.25,8
87129,2025-02-16,Diana Prince,Electronics,50.0,4
15776,2024-04-14,Diana Prince,Beauty,500.75,11
57057,2024-12-03,Alice Smith,Home & Kitchen,250.0,10
14018,2024-08-29,Evan Wright,Clothing,10.5,11
26309,2024-01-28,Alice Smith,Sports,10.5,10
47412,2024-10-29,Bob Jones,Clothing,100.25,13
43039,2024-08-10,Alice Smith,Beauty,250.0,7
93310,2025-03-16,Charlie Brown,Clothing,250.0,10
18820,2024-09-25,Evan Wright,Clothing,10.5,8
91905,2024-02-12,Alice Smith,Clothing,100.25,11
67134,2024-04-01,Charlie Brown,Home & Kitchen,100.25,13
78344,2025-05-14,Diana Prince,Sports,50.0,4
23718,2024-08-05,Diana Prince,Sports,100.25,13
27674,N/A,Charlie Brown,Sports,250.0,8
29063,2025-08-09,Evan Wright,Electronics,100.25,12
97955,N/A,Alice Smith,Home & Kitchen,500.75,5
91244,2024-09-03,Diana Prince,Beauty,250.0,14
93624,2024-06-18,Evan Wright,Beauty,250.0,11
20816,2025-05-11,Evan Wright,Clothing,50.0,7
34160,2024-07-19,Alice Smith,Electronics,500.75,1
37345,2024-03-26,Charlie Brown,Electronics,250.0,5
72046,2024-02-23,Diana Prince,Clothing,500.75,8
43660,2024-01-19,Charlie Brown,Electronics,10.5,7
37376,2024-10-03,Diana Prince,Clothing,100.25,6
33236,2025-10-13,Diana Prince,Sports,50.0,13
26082,2025-11-22,Alice Smith,Beauty,100.25,5
29029,2024-09-26,Charlie Brown,Electronics,100.25,5
88623,2024-02-22,Charlie Brown,Clothing,500.75,6
87258,2025-05-16,Alice Smith,Clothing,50.0,3
62487,2025-01-19,Charlie Brown,Electronics,10.5,12
85304,2024-11-01,Bob Jones,Sports,250.0,7
90896,2024-08-12,Diana Prince,Electronics,250.0,8
20616,2024-11-20,Evan Wright,Beauty,10.5,13
63276,2024-06-06,Alice Smith,Sports,-999.0,6
82847,2025-07-17,Diana Prince,Beauty,10.5,7
55539,2025-11-02,Bob Jones,Beauty,500.75,3
12079,2025-04-16,Diana Prince,Clothing,500.75,13
66503,2024-01-13,Bob Jones,Sports,10.5,5
31754,2024-02-08,Bob Jones,Sports,500.75,7
53408,N/A,Alice Smith,Clothing,500.75,5
90879,2024-02-02,Charlie Brown,Home & Kitchen,10.5,6
96475,2025-12-10,Bob Jones,Beauty,500.75,12
22342,2025-02-06,Alice Smith,Home & Kitchen,50.0,5
15951,2025-10-23,Charlie Brown,Home & Kitchen,250.0,6
21561,2024-08-15,Diana Prince,Beauty,250.0,2
85520,2024-08-12,Diana Prince,Home & Kitchen,50.0,10
37420,2025-12-24,Bob Jones,Clothing,10.5,13
58874,2025-05-10,Charlie Brown,Clothing,10.5,14
33874,2025-03-30,Diana Prince,Clothing,500.75,13
30491,2024-12-19,Charlie Brown,Beauty,10.5,7
48559,2025-03-22,Diana Prince,Clothing,100.25,10
76081,2024-04-03,Charlie Brown,Electronics,250.0,13
92310,2024-12-15,Bob Jones,Clothing,50.0,14
86707,N/A,Diana Prince,Clothing,10.5,14
61047,2025-06-03,Evan Wright,Home & Kitchen,500.75,6
41966,2025-10-14,Bob Jones,Clothing,10.5,9
58290,2024-03-05,Alice Smith,Electronics,100.25,6
80316,2024-02-17,Diana Prince,Electronics,500.75,2
35611,2024-05-18,Alice Smith,Sports,10.5,14
13972,2024-04-18,Charlie Brown,Beauty,50.0,12
77506,2025-07-18,Charlie Brown,Home & Kitchen,50.0,14
88757,2025-10-20,Evan Wright,Beauty,10.5,7
24596,2024-08-20,Bob Jones,Home & Kitchen,50.0,14
50738,2024-02-05,Charlie Brown,Beauty,250.0,2
10661,2025-12-19,Charlie Brown,Clothing,100.25,7
13020,2025-02-01,Charlie Brown,Beauty,100.25,11
95553,2025-04-20,Alice Smith,Clothing,500.75,3
83506,2025-04-08,Bob Jones,Home & Kitchen,250.0,8
49224,2024-06-19,Evan Wright,Beauty,50.0,6
38831,2025-08-18,Alice Smith,Sports,10.5,1
30022,2024-12-15,Bob Jones,Clothing,50.0,2
48827,2025-07-18,Evan Wright,Clothing,10.5,13
91958,2024-05-01,Charlie Brown,Beauty,100.25,7
93122,2025-01-01,Evan Wright,Sports,10.5,10
74435,2024-12-03,Diana Prince,Sports,100.25,14
46258,2024-04-16,Diana Prince,Sports,100.25,6
63394,2025-09-02,Evan Wright,Home & Kitchen,500.75,4
78244,2024-04-05,Diana Prince,Sports,50.0,12
86908,2024-06-09,Charlie Brown,Electronics,500.75,6
11279,2024-07-26,Diana Prince,Sports,10.5,2
37083,2024-05-22,Alice Smith,Sports,250.0,6
49974,2025-07-04,Diana Prince,Sports,10.5,5
58302,2025-09-04,Bob Jones,Electronics,10.5,5
48565,2025-10-03,Diana Prince,Home & Kitchen,100.25,5
36630,2025-08-26,Evan Wright,Sports,500.75,2
50809,2025-01-09,Bob Jones,Home & Kitchen,500.75,7
94878,2025-08-02,Alice Smith,Electronics,100.25,11
83698,2025-01-07,Charlie Brown,Home & Kitchen,10.5,1
86367,2024-12-15,Charlie Brown,Sports,10.5,12
92870,2025-07-09,Diana Prince,Electronics,500.75,2
18946,2025-06-09,Charlie Brown,Sports,50.0,11
33398,2025-03-25,Bob Jones,Sports,250.0,7
32116,2025-01-27,Diana Prince,Electronics,100.25,3
36029,2024-12-23,Bob Jones,Beauty,50.0,3
61693,2025-12-20,Diana Prince,Home & Kitchen,100.25,14
54965,2025-07-07,Bob Jones,Beauty,250.0,3
14494,2025-02-20,Bob Jones,Clothing,10.5,8
96925,2025-05-03,Alice Smith,Beauty,50.0,3
27327,2025-07-04,Alice Smith,Clothing,10.5,3
70545,2024-06-26,Evan Wright,Clothing,10.5,8
81895,2025-12-20,Bob Jones,Electronics,100.25,14
60069,2024-03-09,Bob Jones,Sports,100.25,9
25398,2024-06-20,Evan Wright,Electronics,50.0,1
66846,2025-08-03,Bob Jones,Home & Kitchen,10.5,4
35683,2024-02-20,Charlie Brown,Home & Kitchen,10.5,1
21745,2024-11-25,Diana Prince,Electronics,10.5,3
32015,2025-04-29,Charlie Brown,Clothing,100.25,13
74324,2025-08-17,Evan Wright,Sports,250.0,1
35003,2024-04-04,Diana Prince,Beauty,250.0,11
52534,2025-02-18,Alice Smith,Beauty,,6
96444,2025-05-11,Charlie Brown,Clothing,10.5,8
99899,2024-01-08,Diana Prince,Electronics,500.75,5
98652,2024-11-25,Bob Jones,Sports,500.75,2
12396,2024-08-22,Diana Prince,Home & Kitchen,500.75,13
77889,2025-10-20,Alice Smith,Electronics,100.25,6
87454,N/A,Bob Jones,Clothing,100.25,5
71268,2025-05-18,Bob Jones,Beauty,500.75,14
23350,2024-09-02,Alice Smith,Sports,100.25,4
95469,N/A,Alice Smith,Beauty,250.0,12
61571,2025-04-18,Alice Smith,Home & Kitchen,100.25,14
29097,2024-08-12,Evan Wright,Beauty,250.0,2
31566,2025-02-14,Diana Prince,Clothing,,1
43536,2025-01-20,Alice Smith,Sports,500.75,13
54738,2025-05-30,Evan Wright,Beauty,100.25,9
55893,2024-11-10,Bob Jones,Home & Kitchen,10.5,4
92189,2025-03-21,Evan Wright,Clothing,10.5,2
77364,2025-01-31,Charlie Brown,Sports,10.5,11
45737,2024-10-10,Bob Jones,Beauty,10.5,1
47599,2025-02-25,Alice Smith,Electronics,100.25,4
25048,2025-09-17,Bob Jones,Clothing,100.25,13
30953,2025-11-06,Bob Jones,Clothing,10.5,6
77957,2025-07-23,Diana Prince,Clothing,250.0,8
29096,2024-01-21,Diana Prince,Sports,250.0,2
59481,2025-04-15,Charlie Brown,Clothing,250.0,10
60975,2024-11-11,Charlie Brown,Beauty,250.0,7
75441,2025-04-03,Charlie Brown,Home & Kitchen,10.5,7
12198,2025-02-18,Charlie Brown,Sports,50.0,2
92495,2024-08-10,Evan Wright,Beauty,10.5,1
20326,2024-09-05,Evan Wright,Home & Kitchen,10.5,2
49030,2025-06-15,Alice Smith,Clothing,500.75,7
60948,2024-07-10,Bob Jones,Sports,10.5,12
10526,2024-03-25,Evan Wright,Beauty,100.25,11
78878,2024-12-13,Bob Jones,Clothing,250.0,13
22588,2025-05-17,Bob Jones,Beauty,50.0,10
37935,2025-09-04,Evan Wright,Home & Kitchen,10.5,14
35931,2025-01-01,Bob Jones,Home & Kitchen,250.0,13
71212,2025-10-11,Alice Smith,Beauty,100.25,8
98861,2024-07-10,Diana Prince,Home & Kitchen,100.25,7
66264,2025-02-10,Evan Wright,Beauty,100.25,2
85046,2025-11-30,Evan Wright,Sports,100.25,5
11622,2025-04-04,Alice Smith,Clothing,100.25,4
